Coord	                 ProbeID	Chrom	Start       	End	       miRNA	  Num_Cancers	Cancers	                                                                            Concordance
chr20_62568734_62568735	cg01349621	chr20	62568734	62568735	hsa-mir-1-1;hsa-mir-133a-2	14	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_157560284_157560285	cg01372107	chr7	157560284	157560285	hsa-mir-153-2	8	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr13_52848943_52848944	cg01382137	chr13	52848943	52848944	hsa-mir-759	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ	All_Hypermethylated
chr5_176629674_176629675	cg01382414	chr5	176629674	176629675	hsa-mir-4281	11	TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr2_11539479_11539480	cg01384111	chr2	11539479	11539480	hsa-mir-4429	5	TCGA-BLCA;TCGA-BRCA;TCGA-LUAD;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr2_231365547_231365548	cg01385669	chr2	231365547	231365548	hsa-mir-4777	9	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypomethylated
chr17_48733406_48733407	cg01388649	chr17	48733406	48733407	hsa-mir-3185	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr1_205423113_205423114	cg01416657	chr1	205423113	205423114	hsa-mir-135b	6	TCGA-BLCA;TCGA-BRCA;TCGA-LIHC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3323565_3323566	cg01418153	chr1	3323565	3323566	hsa-mir-4251	3	TCGA-BRCA;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr1_165842747_165842748	cg01427815	chr1	165842747	165842748	hsa-mir-3658	8	TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr5_54309362_54309363	cg01433654	chr5	54309362	54309363	hsa-mir-581	5	TCGA-BRCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD	All_Hypermethylated
chr8_2091617_2091618	cg01439248	chr8	2091617	2091618	hsa-mir-7160	9	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3161449_3161450	cg01448098	chr1	3161449	3161450	hsa-mir-4251	5	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr15_34584094_34584095	cg01471153	chr15	34584094	34584095	hsa-mir-1233-2	2	TCGA-BRCA;TCGA-COAD	All_Hypermethylated
chr8_64379433_64379434	cg01517740	chr8	64379433	64379434	hsa-mir-124-2	8	TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr1_231020072_231020073	cg01534125	chr1	231020072	231020073	hsa-mir-1182	2	TCGA-BRCA;TCGA-KIRC	All_Hypomethylated
chr17_48723277_48723278	cg01543654	chr17	48723277	48723278	hsa-mir-3185	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypermethylated
chr2_79513196_79513197	cg01546568	chr2	79513196	79513197	hsa-mir-4264;hsa-mir-8080	8	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypermethylated
chr1_231020116_231020117	cg01569295	chr1	231020116	231020117	hsa-mir-1182	4	TCGA-BRCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD	All_Hypomethylated
chr8_98426714_98426715	cg01592801	chr8	98426714	98426715	hsa-mir-9903	4	TCGA-BRCA;TCGA-COAD;TCGA-LIHC;TCGA-LUAD	All_Hypermethylated
chr17_48570652_48570653	cg01593673	chr17	48570652	48570653	hsa-mir-10a	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr8_24956623_24956624	cg01614020	chr8	24956623	24956624	hsa-mir-6841	7	TCGA-BRCA;TCGA-COAD;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr20_63943165_63943166	cg01637548	chr20	63943165	63943166	hsa-mir-1914;hsa-mir-647	3	TCGA-BRCA;TCGA-HNSC;TCGA-PRAD	All_Hypermethylated
chr11_57639948_57639949	cg01681881	chr11	57639948	57639949	hsa-mir-130a	7	TCGA-BRCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr1_3373351_3373352	cg01713250	chr1	3373351	3373352	hsa-mir-4251	6	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr8_64379816_64379817	cg01716975	chr8	64379816	64379817	hsa-mir-124-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr6_31958237_31958238	cg01734628	chr6	31958237	31958238	hsa-mir-1236	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr2_218273101_218273102	cg01741999	chr2	218273101	218273102	hsa-mir-6810	3	TCGA-BRCA;TCGA-KIRC;TCGA-KIRP	All_Hypermethylated
chr14_101069122_101069123	cg01749054	chr14	101069122	101069123	hsa-mir-369;hsa-mir-409;hsa-mir-410;hsa-mir-412;hsa-mir-541;hsa-mir-656	4	TCGA-BLCA;TCGA-BRCA;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr14_105855010_105855011	cg01767544	chr14	105855010	105855011	hsa-mir-4507;hsa-mir-4537;hsa-mir-4538;hsa-mir-4539	9	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_3212551_3212552	cg01800445	chr1	3212551	3212552	hsa-mir-4251	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_48719680_48719681	cg01818151	chr17	48719680	48719681	hsa-mir-3185	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr1_243490188_243490189	cg01833436	chr1	243490188	243490189	hsa-mir-4677	3	TCGA-BRCA;TCGA-HNSC;TCGA-UCEC	All_Hypermethylated
chr5_55533779_55533780	cg01851672	chr5	55533779	55533780	hsa-mir-5687	6	TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-READ	All_Hypermethylated
chr12_54259307_54259308	cg01856529	chr12	54259307	54259308	hsa-mir-3198-2	6	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD	All_Hypermethylated
chr19_44647280_44647281	cg01865721	chr19	44647280	44647281	hsa-mir-4531	3	TCGA-BRCA;TCGA-KIRC;TCGA-UCEC	All_Hypermethylated
chr2_53859871_53859872	cg01876338	chr2	53859871	53859872	hsa-mir-3682	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_158565602_158565603	cg01878960	chr7	158565602	158565603	hsa-mir-595	5	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC	All_Hypomethylated
chr15_89367517_89367518	cg01882870	chr15	89367517	89367518	hsa-mir-9-3	8	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_130486672_130486673	cg01888566	chr7	130486672	130486673	hsa-mir-335	3	TCGA-BLCA;TCGA-BRCA;TCGA-UCEC	All_Hypomethylated
chr22_45200085_45200086	cg01896229	chr22	45200085	45200086	hsa-mir-1249	7	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypomethylated
chr11_75320010_75320011	cg01901332	chr11	75320010	75320011	hsa-mir-326	5	TCGA-BRCA;TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr11_45691496_45691497	cg01904296	chr11	45691496	45691497	hsa-mir-7154	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_43581329_43581330	cg01939477	chr11	43581329	43581330	hsa-mir-129-2	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr4_182324236_182324237	cg01950474	chr4	182324236	182324237	hsa-mir-1305	9	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_122102538_122102539	cg01983698	chr11	122102538	122102539	hsa-let-7a-2;hsa-mir-100;hsa-mir-10526	6	TCGA-BLCA;TCGA-BRCA;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr5_173324328_173324329	cg01984743	chr5	173324328	173324329	hsa-mir-12118	6	TCGA-BRCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr11_1344362_1344363	cg01998856	chr11	1344362	1344363	hsa-mir-6744	10	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_7058386_7058387	cg02014899	chr7	7058386	7058387	hsa-mir-3683	6	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD	All_Hypomethylated
chr14_100880707_100880708	cg02022380	chr14	100880707	100880708	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	8	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr14_101046489_101046490	cg02044725	chr14	101046489	101046490	hsa-mir-487b	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_48720206_48720207	cg02052915	chr17	48720206	48720207	hsa-mir-3185	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr20_63177683_63177684	cg02065637	chr20	63177683	63177684	hsa-mir-124-3	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr2_66328975_66328976	cg02066476	chr2	66328975	66328976	hsa-mir-4778	2	TCGA-BRCA;TCGA-LIHC	All_Hypomethylated
chr6_31688349_31688350	cg02072940	chr6	31688349	31688350	hsa-mir-4646	2	TCGA-BRCA;TCGA-UCEC	All_Hypermethylated
chr11_122099986_122099987	cg02101355	chr11	122099986	122099987	hsa-let-7a-2;hsa-mir-100;hsa-mir-10526;hsa-mir-125b-1	10	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr7_32761656_32761657	cg02148426	chr7	32761656	32761657	hsa-mir-550a-2	7	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr22_49615193_49615194	cg02161203	chr22	49615193	49615194	hsa-mir-3667	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr16_82637915_82637916	cg02168291	chr16	82637915	82637916	hsa-mir-8058	9	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr3_35743885_35743886	cg02179478	chr3	35743885	35743886	hsa-mir-128-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_101064519_101064520	cg02180737	chr14	101064519	101064520	hsa-mir-369;hsa-mir-409;hsa-mir-410;hsa-mir-412;hsa-mir-541;hsa-mir-656	7	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_43572987_43572988	cg02197194	chr11	43572987	43572988	hsa-mir-129-2	6	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr6_33898480_33898481	cg02208125	chr6	33898480	33898481	hsa-mir-7159	9	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_157574241_157574242	cg02223801	chr7	157574241	157574242	hsa-mir-153-2	10	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr5_88680175_88680176	cg02225085	chr5	88680175	88680176	hsa-mir-9-2	4	TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-LUAD	All_Hypermethylated
chr3_170418978_170418979	cg02241055	chr3	170418978	170418979	hsa-mir-6828	4	TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr15_25863592_25863593	cg02245837	chr15	25863592	25863593	hsa-mir-4715	9	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_1883230_1883231	cg02272667	chr7	1883230	1883231	hsa-mir-4655	5	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-HNSC;TCGA-KIRC	All_Hypomethylated
chr15_89367401_89367402	cg02278768	chr15	89367401	89367402	hsa-mir-9-3	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr16_82874951_82874952	cg02282041	chr16	82874951	82874952	hsa-mir-3182	7	TCGA-BLCA;TCGA-BRCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr1_3290807_3290808	cg02300576	chr1	3290807	3290808	hsa-mir-4251	7	TCGA-BLCA;TCGA-BRCA;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr12_112869943_112869944	cg02305353	chr12	112869943	112869944	hsa-mir-1302-1	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_157565194_157565195	cg02306654	chr7	157565194	157565195	hsa-mir-153-2	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypomethylated
chr19_2588631_2588632	cg02309655	chr19	2588631	2588632	hsa-mir-7850	5	TCGA-BLCA;TCGA-BRCA;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypomethylated
chr8_11035224_11035225	cg02310165	chr8	11035224	11035225	hsa-mir-598	6	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_228462705_228462706	cg02326301	chr1	228462705	228462706	hsa-mir-4666a	7	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr1_3080845_3080846	cg02330501	chr1	3080845	3080846	hsa-mir-4251	5	TCGA-BRCA;TCGA-HNSC;TCGA-LIHC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr3_71432335_71432336	cg02336104	chr3	71432335	71432336	hsa-mir-1284	4	TCGA-BRCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr17_48720402_48720403	cg02340556	chr17	48720402	48720403	hsa-mir-3185	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr8_64377552_64377553	cg02381539	chr8	64377552	64377553	hsa-mir-124-2	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_128168795_128168796	cg02383785	chr7	128168795	128168796	hsa-mir-129-1	4	TCGA-BRCA;TCGA-COAD;TCGA-LUAD;TCGA-PRAD	All_Hypermethylated
chr6_1390763_1390764	cg02386403	chr6	1390763	1390764	hsa-mir-6720	6	TCGA-BRCA;TCGA-LIHC;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr14_77270391_77270392	cg02400572	chr14	77270391	77270392	hsa-mir-1260a	8	TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-KIRC;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr17_48578428_48578429	cg02422694	chr17	48578428	48578429	hsa-mir-10a	7	TCGA-BRCA;TCGA-CHOL;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr22_22508736_22508737	cg02440976	chr22	22508736	22508737	hsa-mir-5571;hsa-mir-650	6	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC	All_Hypermethylated
chr11_75350794_75350795	cg02449461	chr11	75350794	75350795	hsa-mir-326	6	TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-READ	All_Hypermethylated
chr1_148329093_148329094	cg02451774	chr1	148329093	148329094	hsa-mir-5087	9	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr21_26967985_26967986	cg02462195	chr21	26967985	26967986	hsa-mir-4759	7	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr22_49615508_49615509	cg02476339	chr22	49615508	49615509	hsa-mir-3667	2	TCGA-BRCA;TCGA-LIHC	All_Hypomethylated
chr1_3154039_3154040	cg02481237	chr1	3154039	3154040	hsa-mir-4251	5	TCGA-BLCA;TCGA-BRCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr7_130490899_130490900	cg02501418	chr7	130490899	130490900	hsa-mir-335	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr13_99657951_99657952	cg02509730	chr13	99657951	99657952	hsa-mir-4306	4	TCGA-BRCA;TCGA-KIRP;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr16_85913613_85913614	cg02549595	chr16	85913613	85913614	hsa-mir-6774	6	TCGA-BRCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr4_47838078_47838079	cg02553486	chr4	47838078	47838079	hsa-mir-8053	3	TCGA-BRCA;TCGA-KIRP;TCGA-PRAD	All_Hypermethylated
chr5_88689142_88689143	cg02555204	chr5	88689142	88689143	hsa-mir-9-2	6	TCGA-BRCA;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr4_37244432_37244433	cg02564761	chr4	37244432	37244433	hsa-mir-4801	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr12_57839201_57839202	cg02566627	chr12	57839201	57839202	hsa-mir-26a-2	10	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr15_74783910_74783911	cg02566978	chr15	74783910	74783911	hsa-mir-4513	7	TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD	All_Hypermethylated
chr14_100868245_100868246	cg02577745	chr14	100868245	100868246	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr6_27139318_27139319	cg02599464	chr6	27139318	27139319	hsa-mir-3143	5	TCGA-BRCA;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr14_101559921_101559922	cg02609127	chr14	101559921	101559922	hsa-mir-1247	9	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr1_172144366_172144367	cg02633729	chr1	172144366	172144367	hsa-mir-199a-2	5	TCGA-BLCA;TCGA-BRCA;TCGA-KIRP;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_157547860_157547861	cg02637474	chr7	157547860	157547861	hsa-mir-153-2	8	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr20_63177536_63177537	cg02650317	chr20	63177536	63177537	hsa-mir-124-3	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr6_34238623_34238624	cg02654940	chr6	34238623	34238624	hsa-mir-6835	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_98044626_98044627	cg02658730	chr1	98044626	98044627	hsa-mir-2682	10	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr19_10817557_10817558	cg02660440	chr19	10817557	10817558	hsa-mir-638;hsa-mir-199a-1;hsa-mir-4748;hsa-mir-6793	4	TCGA-BLCA;TCGA-BRCA;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr5_181042248_181042249	cg02666302	chr5	181042248	181042249	hsa-mir-8089	5	TCGA-BRCA;TCGA-COAD;TCGA-KIRC;TCGA-LIHC;TCGA-READ	All_Hypomethylated
