Coord	DMR_idx	Chromosome	Start	End	miRNA	Num_Cancers	Cancers	Concordance
chr16_57759992_57760170	25156;7819;17224;17612	chr16	57759992	57760170	hsa-mir-6772	4	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr12_111748299_111748346	25621;21844	chr12	111748299	111748346	hsa-mir-6760	2	TCGA-BLCA;TCGA-LUSC	All_Hypomethylated
chr22_49975775_49976175	26648;8607;8065;3083	chr22	49975775	49976175	hsa-mir-3667	4	TCGA-BLCA;TCGA-LIHC;TCGA-PCPG;TCGA-SKCM	All_Hypomethylated
chr1_3251502_3251680	28283;21718;12882;27521	chr1	3251502	3251680	hsa-mir-4251	4	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr1_3017674_3018024	29219;18267;20763;21493;5030;24553	chr1	3017674	3018024	hsa-mir-4251	6	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-LUSC;TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr5_143172092_143172702	29264;10674;18693;19597	chr5	143172092	143172702	hsa-mir-5197	4	TCGA-BLCA;TCGA-COAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3070603_3070786	30281;5745;11864;5450	chr1	3070603	3070786	hsa-mir-4251	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr18_53255063_53255771	32190;11314	chr18	53255063	53255771	hsa-mir-4529	2	TCGA-BLCA;TCGA-COAD	All_Hypermethylated
chr17_46641708_46642104	32312;13485;17190;16422;11760;4741;2220;19767	chr17	46641708	46642104	hsa-mir-10a	8	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-UCEC	All_Hypermethylated
chr1_1095607_1106175	9;464	chr1	1095607	1106175	hsa-mir-200b;hsa-mir-200a;hsa-mir-429	2	TCGA-CESC;TCGA-LIHC	All_Hypomethylated
chr15_26107410_26109614	75;1089;66;69;1418	chr15	26107410	26109614	hsa-mir-4715	5	TCGA-CESC;TCGA-CHOL;TCGA-HNSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr6_30850405_30854551	88;44	chr6	30850405	30854551	hsa-mir-4640	2	TCGA-CESC;TCGA-CHOL	All_Hypomethylated
chr7_136553327_136556271	125;151;2478	chr7	136553327	136556271	hsa-mir-490	3	TCGA-CESC;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr6_34205665_34206683	214;279	chr6	34205665	34206683	hsa-mir-6835	2	TCGA-CESC;TCGA-UCEC	All_Hypomethylated
chr13_53422381_53426032	302;220;2891;400;164;122;35;3506	chr13	53422381	53426032	hsa-mir-759	8	TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-PAAD;TCGA-READ	All_Hypermethylated
chr8_22078982_22079882	668;533	chr8	22078982	22079882	hsa-mir-320a	2	TCGA-CESC;TCGA-UCEC	All_Hypermethylated
chr7_127627251_127628206	716;3765	chr7	127627251	127628206	hsa-mir-593	2	TCGA-CESC;TCGA-ESCA	All_Hypermethylated
chr10_104210483_104211761	771;473	chr10	104210483	104211761	hsa-mir-146b	2	TCGA-CESC;TCGA-UCEC	All_Hypomethylated
chr12_113013048_113013707	842;725;2272;1070;3813;1832;9924;1062	chr12	113013048	113013707	hsa-mir-1302-1	8	TCGA-CESC;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-KIRP;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr5_172668965_172674513	883;233;541;511	chr5	172668965	172674513	hsa-mir-12118	4	TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-PAAD	All_Hypermethylated
chr7_1882029_1885050	991;462;71	chr7	1882029	1885050	hsa-mir-4655	3	TCGA-CESC;TCGA-KIRC;TCGA-KIRP	All_Hypermethylated
chr7_130130122_130133110	1006;6;22;15;26;601;17	chr7	130130122	130133110	hsa-mir-335	7	TCGA-CESC;TCGA-COAD;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-STAD;TCGA-UCEC	All_Hypermethylated
chr2_79738582_79740322	1062;6220;652;469;3702	chr2	79738582	79740322	hsa-mir-4264;hsa-mir-8080	5	TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD	All_Hypermethylated
chr8_22089103_22091797	1067;4652;185;644;1207	chr8	22089103	22091797	hsa-mir-320a	5	TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-LUSC;TCGA-SKCM	All_Hypermethylated
chr19_3964369_3964912	1100;1545	chr19	3964369	3964912	hsa-mir-637	2	TCGA-CESC;TCGA-UCEC	All_Hypermethylated
chr5_128795472_128797456	1232;3173;6168;2550;345	chr5	128795472	128797456	hsa-mir-4460	5	TCGA-CESC;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-KIRC	All_Hypermethylated
chr1_117077088_117077219	1233;608;811	chr1	117077088	117077219	hsa-mir-548ac	3	TCGA-CESC;TCGA-GBM;TCGA-UCEC	All_Hypermethylated
chr7_127636396_127636733	1408;1720	chr7	127636396	127636733	hsa-mir-593	2	TCGA-CESC;TCGA-UCEC	All_Hypermethylated
chr14_60096225_60098526	1693;5692;814	chr14	60096225	60098526	hsa-mir-5586	3	TCGA-CESC;TCGA-CHOL;TCGA-HNSC	All_Hypermethylated
chr6_1388159_1397416	1972;2258;481;3293;3794;1143;2116	chr6	1388159	1397416	hsa-mir-6720	7	TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr21_28336181_28340304	2282;64	chr21	28336181	28340304	hsa-mir-4759	2	TCGA-CESC;TCGA-COAD	All_Hypermethylated
chr7_127841335_127841927	2597;8901;4094;1942;1920;2134;2733;2411;27513;2560;20787	chr7	127841335	127841927	hsa-mir-129-1	11	TCGA-CESC;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-SKCM;TCGA-UCEC	All_Hypermethylated
chr12_81330609_81331718	2696;11166;2362;5294	chr12	81330609	81331718	hsa-mir-617;hsa-mir-618	4	TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD	All_Hypermethylated
chr5_87975798_87976567	2739;5194	chr5	87975798	87976567	hsa-mir-9-2	2	TCGA-CESC;TCGA-HNSC	All_Hypermethylated
chr17_48844124_48846189	2765;3088;7248;257;4667	chr17	48844124	48846189	hsa-mir-8059	5	TCGA-CESC;TCGA-COAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr2_25551575_25552398	2784;155;565	chr2	25551575	25552398	hsa-mir-1301	3	TCGA-CESC;TCGA-GBM;TCGA-UCEC	All_Hypermethylated
chr22_32057065_32058579	2963;1075	chr22	32057065	32058579	hsa-mir-7109	2	TCGA-CESC;TCGA-CHOL	All_Hypomethylated
chr19_821136_822842	3141;5151;8344	chr19	821136	822842	hsa-mir-3187	3	TCGA-CESC;TCGA-CHOL;TCGA-PAAD	All_Hypermethylated
chr6_31657467_31658176	3749;4416	chr6	31657467	31658176	hsa-mir-4646	2	TCGA-CESC;TCGA-UCEC	All_Hypermethylated
chr14_101505130_101514051	4002;1455;390;1211;4122;4195;746;1187	chr14	101505130	101514051	hsa-mir-376c;hsa-mir-376a-2;hsa-mir-654;hsa-mir-376b;hsa-mir-376a-1;hsa-mir-300;hsa-mir-1185-1;hsa-mir-1185-2;hsa-mir-381;hsa-mir-487b;hsa-mir-539	8	TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-READ;TCGA-SARC;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr19_35800589_35801215	4645;5308;15560	chr19	35800589	35801215	hsa-mir-5196	3	TCGA-CESC;TCGA-PCPG;TCGA-UCEC	All_Hypermethylated
chr2_11636031_11636294	4790;10662;7211;1577;2146	chr2	11636031	11636294	hsa-mir-4429	5	TCGA-CESC;TCGA-KIRP;TCGA-LUAD;TCGA-SKCM;TCGA-UCEC	All_Hypermethylated
chr16_88550365_88551489	4974;1441;588;3463	chr16	88550365	88551489	hsa-mir-5189	4	TCGA-CESC;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypomethylated
chr2_219854101_219855054	5120;4715;23028;7445;2862;9852;2366;10540	chr2	219854101	219855054	hsa-mir-375	8	TCGA-CESC;TCGA-CHOL;TCGA-LUAD;TCGA-LUSC;TCGA-PCPG;TCGA-PRAD;TCGA-SKCM;TCGA-UCEC	All_Hypermethylated
chr5_176055855_176057996	5187;4517;1253;7500;2511;4163;9497	chr5	176055855	176057996	hsa-mir-4281	7	TCGA-CESC;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-LUAD;TCGA-PAAD;TCGA-READ	All_Hypermethylated
chr11_45714651_45722308	5214;822	chr11	45714651	45722308	hsa-mir-7154	2	TCGA-CESC;TCGA-SARC	All_Hypomethylated
chr14_54418728_54424149	5249;1353	chr14	54418728	54424149	hsa-mir-5580	2	TCGA-CESC;TCGA-PRAD	All_Hypermethylated
chr12_64215611_64215680	5316;6492;9025;3158;9719;24796;12318;10747;2846;18071;5019;13980;1086	chr12	64215611	64215680	hsa-mir-10527	13	TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr12_53440003_53443911	5475;987;3991	chr12	53440003	53443911	hsa-mir-6757	3	TCGA-CESC;TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr8_104152244_104153829	5647;1512;1253;4911;462;9626	chr8	104152244	104153829	hsa-mir-3151	6	TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-KIRP;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr11_45723785_45728183	5788;12009;1151	chr11	45723785	45728183	hsa-mir-7154	3	TCGA-CESC;TCGA-LUSC;TCGA-SARC	All_Hypomethylated
chr17_46709858_46710001	5800;1362;2557;12052;10741;16704;7398	chr17	46709858	46710001	hsa-mir-196a-1	7	TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr8_27279932_27279957	5985;2226;7375	chr8	27279932	27279957	hsa-mir-6842	3	TCGA-CESC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr19_50391064_50391885	6670;26625;12864	chr19	50391064	50391885	hsa-mir-4750	3	TCGA-CESC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_63791922_63793318	6813;3637;9498;2201;1443;5220;8235;7464;286	chr1	63791922	63793318	hsa-mir-6068	9	TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-SKCM	All_Hypermethylated
chr10_118922194_118928025	6857;1727	chr10	118922194	118928025	hsa-mir-3663	2	TCGA-CESC;TCGA-CHOL	All_Hypermethylated
chr2_180725622_180726697	7212;1730	chr2	180725622	180726697	hsa-mir-1258	2	TCGA-CESC;TCGA-COAD	All_Hypermethylated
chr2_218807759_218809254	7523;2375;14357;7942	chr2	218807759	218809254	hsa-mir-6809	4	TCGA-CESC;TCGA-KIRP;TCGA-LUSC;TCGA-SARC	All_Hypermethylated
chr1_10010658_10011232	7829;9092	chr1	10010658	10011232	hsa-mir-5697	2	TCGA-CESC;TCGA-ESCA	All_Hypomethylated
chr4_166299942_166301085	7888;6175	chr4	166299942	166301085	hsa-mir-578	2	TCGA-CESC;TCGA-ESCA	All_Hypermethylated
chr12_47609357_47610734	8037;2521;9853;2519	chr12	47609357	47610734	hsa-mir-4698	4	TCGA-CESC;TCGA-GBM;TCGA-HNSC;TCGA-KIRC	All_Hypomethylated
chr4_183061830_183066337	8038;2059;1825;2710;1903;2685;1613;3005	chr4	183061830	183066337	hsa-mir-1305	8	TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-GBM;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-SKCM	All_Hypermethylated
chr10_52833444_52835078	8299;6317	chr10	52833444	52835078	hsa-mir-605	2	TCGA-CESC;TCGA-HNSC	All_Hypermethylated
chr12_54383234_54385625	8502;1497;282;1467;537;3399;3491;1145	chr12	54383234	54385625	hsa-mir-196a-2	8	TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-SKCM	All_Hypermethylated
chr1_3309864_3310911	8594;11073	chr1	3309864	3310911	hsa-mir-4251	2	TCGA-CESC;TCGA-CHOL	All_Hypermethylated
chr9_139779708_139781630	8868;2610	chr9	139779708	139781630	hsa-mir-4479	2	TCGA-CESC;TCGA-LIHC	All_Hypomethylated
chr1_228633275_228634806	9042;2527;3162;2628;1597;2720	chr1	228633275	228634806	hsa-mir-4666a	6	TCGA-CESC;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-LUAD;TCGA-SKCM	All_Hypermethylated
chr17_38175389_38176064	9293;2787;15469	chr17	38175389	38176064	hsa-mir-6884	3	TCGA-CESC;TCGA-ESCA;TCGA-UCEC	All_Hypermethylated
chr3_99594893_99595254	9510;4844;23413;18193;801;462	chr3	99594893	99595254	hsa-mir-3921	6	TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PRAD;TCGA-SKCM	All_Hypermethylated
chr5_168690633_168692189	9689;1005;1277	chr5	168690633	168692189	hsa-mir-585	3	TCGA-CESC;TCGA-GBM;TCGA-LIHC	All_Hypomethylated
chr3_158786193_158787141	9849;19995;2779;11189	chr3	158786193	158787141	hsa-mir-3919	4	TCGA-CESC;TCGA-COAD;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr16_82659960_82661725	9901;613;651	chr16	82659960	82661725	hsa-mir-8058	3	TCGA-CESC;TCGA-CHOL;TCGA-READ	All_Hypermethylated
chr7_2319078_2319604	10532;7314;12724	chr7	2319078	2319604	hsa-mir-6836	3	TCGA-CESC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr15_51397292_51398144	10862;19383	chr15	51397292	51398144	hsa-mir-4713;hsa-mir-7973-1	2	TCGA-CESC;TCGA-LUSC	All_Hypermethylated
chr5_100236199_100237279	10883;3101	chr5	100236199	100237279	hsa-mir-548p	2	TCGA-CESC;TCGA-CHOL	All_Hypermethylated
chr6_33967519_33968002	11072;2397;3528;18485	chr6	33967519	33968002	hsa-mir-1275	4	TCGA-CESC;TCGA-GBM;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr7_36959356_36960377	11089;8371;2191;16479;12643	chr7	36959356	36960377	hsa-mir-1200	5	TCGA-CESC;TCGA-PAAD;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr12_109027631_109029099	11534;2571;5039;7384	chr12	109027631	109029099	hsa-mir-4496	4	TCGA-CESC;TCGA-KIRC;TCGA-LUAD;TCGA-UCEC	All_Hypomethylated
chr22_50018392_50018876	11826;5853;18592	chr22	50018392	50018876	hsa-mir-3667	3	TCGA-CESC;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr17_56405155_56407088	12395;8844	chr17	56405155	56407088	hsa-mir-4736	2	TCGA-CESC;TCGA-CHOL	All_Hypermethylated
chr14_77736734_77738893	13000;3127;663;2700;2889	chr14	77736734	77738893	hsa-mir-1260a	5	TCGA-CESC;TCGA-CHOL;TCGA-COAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr10_105978651_105978956	13025;10446;2724	chr10	105978651	105978956	hsa-mir-609	3	TCGA-CESC;TCGA-HNSC;TCGA-KIRC	All_Hypomethylated
chr7_157393764_157394970	13318;6636	chr7	157393764	157394970	hsa-mir-153-2	2	TCGA-CESC;TCGA-LUAD	All_Hypomethylated
chr3_111830759_111831279	14141;11682;7245	chr3	111830759	111831279	hsa-mir-567	3	TCGA-CESC;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr15_26094704_26095764	14518;8901	chr15	26094704	26095764	hsa-mir-4715	2	TCGA-CESC;TCGA-PRAD	All_Hypermethylated
chr12_54423566_54425418	15138;234;392;842	chr12	54423566	54425418	hsa-mir-615	4	TCGA-CESC;TCGA-GBM;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr3_120626881_120627170	15427;29845;11536	chr3	120626881	120627170	hsa-mir-5682	3	TCGA-CESC;TCGA-LIHC;TCGA-PAAD	All_Hypermethylated
chr2_49381495_49382159	15437;20422	chr2	49381495	49382159	hsa-mir-548ba	2	TCGA-CESC;TCGA-KIRP	All_Hypomethylated
chr2_220402771_220406756	52;7201	chr2	220402771	220406756	hsa-mir-3132	2	TCGA-CHOL;TCGA-PCPG	All_Hypomethylated
chr17_46655289_46660940	125;2756;677;24;172;431;650	chr17	46655289	46660940	hsa-mir-10a	7	TCGA-CHOL;TCGA-GBM;TCGA-HNSC;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-SKCM	All_Hypermethylated
chr11_43596529_43605269	305;503;401;1534	chr11	43596529	43605269	hsa-mir-129-2	4	TCGA-CHOL;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr12_120151527_120152127	427;511;1320;3563;748	chr12	120151527	120152127	hsa-mir-1178	5	TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-PCPG	All_Hypermethylated
chr3_50283471_50284305	443;1003;1263	chr3	50283471	50284305	hsa-mir-5787	3	TCGA-CHOL;TCGA-KIRC;TCGA-PCPG	All_Hypomethylated
chr10_100174853_100176423	726;484	chr10	100174853	100176423	hsa-mir-1287	2	TCGA-CHOL;TCGA-STAD	All_Hypomethylated
chr1_41222471_41222901	739;7913;365	chr1	41222471	41222901	hsa-mir-30c-1;hsa-mir-30e	3	TCGA-CHOL;TCGA-KIRC;TCGA-KIRP	All_Hypermethylated
chr16_87871160_87871219	786;2661;1735;9726	chr16	87871160	87871219	hsa-mir-6775	4	TCGA-CHOL;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC	All_Hypermethylated
chr15_70371326_70372614	1069;4594;1492;298;5729;5572	chr15	70371326	70372614	hsa-mir-629	6	TCGA-CHOL;TCGA-ESCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypermethylated
chr19_3969522_3969745	1183;2605	chr19	3969522	3969745	hsa-mir-637	2	TCGA-CHOL;TCGA-COAD	All_Hypomethylated
chr7_136553170_136556271	1364;810;212;483;427	chr7	136553170	136556271	hsa-mir-490	5	TCGA-CHOL;TCGA-ESCA;TCGA-KIRC;TCGA-LUAD;TCGA-READ	All_Hypermethylated
chr15_89919993_89922989	1475;539;239;1307;197;567;945;391;2779;1599	chr15	89919993	89922989	hsa-mir-9-3	10	TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-GBM;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-SKCM;TCGA-UCEC	All_Hypermethylated
chr14_94413832_94413936	1676;12584	chr14	94413832	94413936	hsa-mir-4506	2	TCGA-CHOL;TCGA-LUAD	All_Hypermethylated
chr2_208027870_208028218	1722;5567;14553;19009;15441;15835;1193;10431	chr2	208027870	208028218	hsa-mir-2355	8	TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-PAAD;TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr8_41165699_41169433	1830;2376;1423;2140;65	chr8	41165699	41169433	hsa-mir-548ao	5	TCGA-CHOL;TCGA-ESCA;TCGA-LUAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr7_75599137_75599274	2054;2588	chr7	75599137	75599274	hsa-mir-4651	2	TCGA-CHOL;TCGA-PCPG	All_Hypermethylated
chr16_4702769_4703003	2216;5612;6720;2392	chr16	4702769	4703003	hsa-mir-6769a	4	TCGA-CHOL;TCGA-ESCA;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr16_56224504_56228901	2399;1055;581	chr16	56224504	56228901	hsa-mir-3935	3	TCGA-CHOL;TCGA-HNSC;TCGA-PAAD	All_Hypermethylated
chr2_111979319_111980326	2421;2760	chr2	111979319	111980326	hsa-mir-4435-2	2	TCGA-CHOL;TCGA-SKCM	All_Hypermethylated
chr6_1381827_1386142	2600;1402;403;464;3659;1839;280;1623	chr6	1381827	1386142	hsa-mir-6720	8	TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-SKCM;TCGA-UCEC	All_Hypermethylated
chr17_4854754_4855149	2883;21551	chr17	4854754	4855149	hsa-mir-6864;hsa-mir-6865	2	TCGA-CHOL;TCGA-LIHC	All_Hypermethylated
chr15_79574773_79577442	3098;2102;10490	chr15	79574773	79577442	hsa-mir-184	3	TCGA-CHOL;TCGA-HNSC;TCGA-READ	All_Hypermethylated
chr16_87885208_87885387	3244;8846;6362;1582;10380;4675	chr16	87885208	87885387	hsa-mir-11401	6	TCGA-CHOL;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-PCPG	All_Hypermethylated
chr2_177052527_177055168	3577;1638	chr2	177052527	177055168	hsa-mir-7704	2	TCGA-CHOL;TCGA-PRAD	All_Hypermethylated
chr9_116932028_116932436	3687;10878;7328;9041	chr9	116932028	116932436	hsa-mir-455	4	TCGA-CHOL;TCGA-LIHC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr11_122073211_122074433	3689;3159	chr11	122073211	122074433	hsa-let-7a-2;hsa-mir-100;hsa-mir-10526	2	TCGA-CHOL;TCGA-PCPG	All_Hypomethylated
chr12_54426498_54428592	3917;6101	chr12	54426498	54428592	hsa-mir-615	2	TCGA-CHOL;TCGA-KIRP	All_Hypermethylated
chr4_83680040_83680145	4010;730;3846;2461	chr4	83680040	83680145	hsa-mir-575	4	TCGA-CHOL;TCGA-GBM;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr14_61113963_61117162	4101;3586	chr14	61113963	61117162	hsa-mir-9718	2	TCGA-CHOL;TCGA-SKCM	All_Hypermethylated
chr10_135059165_135062155	4105;322	chr10	135059165	135062155	hsa-mir-202	2	TCGA-CHOL;TCGA-PCPG	All_Hypermethylated
chr2_219856889_219859695	4287;3987	chr2	219856889	219859695	hsa-mir-375	2	TCGA-CHOL;TCGA-SKCM	All_Hypermethylated
chr1_196577643_196578917	4336;2707	chr1	196577643	196578917	hsa-mir-4735	2	TCGA-CHOL;TCGA-COAD	All_Hypermethylated
chr8_9760855_9764602	4349;1071	chr8	9760855	9764602	hsa-mir-124-1	2	TCGA-CHOL;TCGA-COAD	All_Hypermethylated
chr15_23807180_23807234	4537;22184;9285;9488;12099	chr15	23807180	23807234	hsa-mir-4508	5	TCGA-CHOL;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr1_147782116_147782472	4578;879	chr1	147782116	147782472	hsa-mir-5087	2	TCGA-CHOL;TCGA-LUSC	All_Hypermethylated
chr11_46391053_46391669	4819;8219	chr11	46391053	46391669	hsa-mir-4688	2	TCGA-CHOL;TCGA-PAAD	All_Hypomethylated
chr1_59902528_59903010	4978;5035;11277	chr1	59902528	59903010	hsa-mir-4711	3	TCGA-CHOL;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr19_18499098_18499786	4984;2225;12479	chr19	18499098	18499786	hsa-mir-3189	3	TCGA-CHOL;TCGA-KIRC;TCGA-LUSC	All_Hypomethylated
chr16_88539861_88540396	5296;6523	chr16	88539861	88540396	hsa-mir-5189	2	TCGA-CHOL;TCGA-UCEC	All_Hypermethylated
chr19_13946770_13948274	5336;710	chr19	13946770	13948274	hsa-mir-24-2;hsa-mir-23a	2	TCGA-CHOL;TCGA-KIRC	All_Hypomethylated
chr11_121986961_121987203	6187;14450;7918;726	chr11	121986961	121987203	hsa-let-7a-2;hsa-mir-100;hsa-mir-10526	4	TCGA-CHOL;TCGA-ESCA;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr5_134913397_134916249	6575;233	chr5	134913397	134916249	hsa-mir-5692c-1	2	TCGA-CHOL;TCGA-PRAD	All_Hypermethylated
chr1_147790658_147791203	6786;2806;1867	chr1	147790658	147791203	hsa-mir-5087	3	TCGA-CHOL;TCGA-ESCA;TCGA-UCEC	All_Hypermethylated
chr8_2012508_2012595	7324;18227;17056;30947	chr8	2012508	2012595	hsa-mir-7160	4	TCGA-CHOL;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr15_34781891_34782820	7599;2946	chr15	34781891	34782820	hsa-mir-1233-2	2	TCGA-CHOL;TCGA-ESCA	All_Hypermethylated
chr17_75473610_75473969	8099;5582;10055	chr17	75473610	75473969	hsa-mir-4316	3	TCGA-CHOL;TCGA-LIHC;TCGA-UCEC	All_Hypermethylated
chr12_95266710_95267874	8102;28294	chr12	95266710	95267874	hsa-mir-492	2	TCGA-CHOL;TCGA-READ	All_Hypermethylated
chr8_65294586_65294798	8217;13282	chr8	65294586	65294798	hsa-mir-124-2	2	TCGA-CHOL;TCGA-KIRC	All_Hypermethylated
chr7_130561181_130561592	8657;4212;6426	chr7	130561181	130561592	hsa-mir-29a;hsa-mir-29b-1	3	TCGA-CHOL;TCGA-COAD;TCGA-READ	All_Hypomethylated
chr1_12674914_12675968	8876;22228;3826	chr1	12674914	12675968	hsa-mir-6730	3	TCGA-CHOL;TCGA-HNSC;TCGA-SKCM	All_Hypermethylated
chr17_46114237_46115450	9214;1889	chr17	46114237	46115450	hsa-mir-10226;hsa-mir-152	2	TCGA-CHOL;TCGA-PRAD	All_Hypermethylated
chr19_54484823_54486689	9766;713;6760;9005	chr19	54484823	54486689	hsa-mir-935	4	TCGA-CHOL;TCGA-KIRC;TCGA-KIRP;TCGA-PAAD	All_Hypermethylated
chr1_33799703_33800173	10583;3979;6705	chr1	33799703	33800173	hsa-mir-3605	3	TCGA-CHOL;TCGA-ESCA;TCGA-KIRP	All_Hypermethylated
chr15_34806810_34807143	10700;21958	chr15	34806810	34807143	hsa-mir-1233-2	2	TCGA-CHOL;TCGA-ESCA	All_Hypermethylated
chr2_225905741_225907875	11480;3225;1231	chr2	225905741	225907875	hsa-mir-4439	3	TCGA-CHOL;TCGA-COAD;TCGA-STAD	All_Hypermethylated
chr11_1357409_1358675	11627;1572;3161;17493;2978	chr11	1357409	1358675	hsa-mir-6744	5	TCGA-CHOL;TCGA-GBM;TCGA-KIRC;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr2_152213231_152214177	11759;28376	chr2	152213231	152214177	hsa-mir-4773-2;hsa-mir-4773-1	2	TCGA-CHOL;TCGA-READ	All_Hypomethylated
chr4_113970660_113971324	12787;13122;7821;458	chr4	113970660	113971324	hsa-mir-1243	4	TCGA-CHOL;TCGA-KIRP;TCGA-LUAD;TCGA-SKCM	All_Hypermethylated
chr8_41165699_41168481	44;2511	chr8	41165699	41168481	hsa-mir-548ao	2	TCGA-COAD;TCGA-LUSC	All_Hypermethylated
chr1_77333122_77334748	125;18663	chr1	77333122	77334748	hsa-mir-7156	2	TCGA-COAD;TCGA-UCEC	All_Hypermethylated
