ProbeID	Chromosome	Start	End	Gene	TCGA-BRCA_Status	TCGA-LUSC_Status	Concordance
cg13393782	chr1	3183240	3183241	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg07209071	chr1	3183695	3183696	PRDM16	Hypomethylated	Hypermethylated	Discordant
cg21338857	chr1	3185212	3185213	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg20629417	chr1	3190365	3190366	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg02892384	chr1	3192239	3192240	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg11222503	chr1	3194251	3194252	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg12635191	chr1	3195080	3195081	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg14169886	chr1	3195285	3195286	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg16260013	chr1	3198256	3198257	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg13983181	chr1	3198521	3198522	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg10115320	chr1	3198981	3198982	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg00774867	chr1	3203681	3203682	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg26153353	chr1	3203952	3203953	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg07576714	chr1	3206774	3206775	PRDM16;RP11-193J6.1	Hypomethylated	Hypomethylated	Concordant
cg17839324	chr1	3206936	3206937	PRDM16;RP11-193J6.1	Hypomethylated	Hypomethylated	Concordant
cg00581154	chr1	3207131	3207132	PRDM16;RP11-193J6.1	Hypomethylated	Hypomethylated	Concordant
cg21692930	chr1	3207969	3207970	PRDM16;RP11-193J6.1	Hypomethylated	Hypomethylated	Concordant
cg26044566	chr1	3208139	3208140	PRDM16;RP11-193J6.1	Hypomethylated	Hypomethylated	Concordant
cg05656251	chr1	3209342	3209343	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg19706803	chr1	3209469	3209470	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg26913155	chr1	3211611	3211612	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg02769687	chr1	3211722	3211723	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg06526522	chr1	3212441	3212442	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg01800445	chr1	3212551	3212552	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg26891951	chr1	3213015	3213016	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg14561530	chr1	3213394	3213395	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg03596113	chr1	3213405	3213406	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg04988794	chr1	3213921	3213922	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg06659980	chr1	3213971	3213972	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg25372239	chr1	3213986	3213987	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg04500730	chr1	3218519	3218520	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg04499214	chr1	3223735	3223736	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg23265656	chr1	3223791	3223792	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg05712300	chr1	3224145	3224146	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg19158549	chr1	3224342	3224343	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg11710123	chr1	3225428	3225429	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg25150520	chr1	3225966	3225967	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg24499605	chr1	3226361	3226362	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg26864297	chr1	3227401	3227402	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg21262776	chr1	3227549	3227550	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg05790380	chr1	3227645	3227646	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg22606873	chr1	3228115	3228116	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg13152158	chr1	3228146	3228147	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg06099439	chr1	3230341	3230342	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg07956247	chr1	3231441	3231442	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg14969646	chr1	3231793	3231794	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg05628625	chr1	3232246	3232247	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg24851370	chr1	3233220	3233221	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg03885431	chr1	3236580	3236581	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg03082523	chr1	3239401	3239402	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg11672390	chr1	3240946	3240947	PRDM16	Hypermethylated	Hypermethylated	Concordant
cg24645149	chr1	3242519	3242520	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg25706502	chr1	3242644	3242645	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg07832245	chr1	3243004	3243005	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg10952596	chr1	3246358	3246359	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg10201191	chr1	3246908	3246909	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg24939838	chr1	3247826	3247827	PRDM16	Hypermethylated	Hypermethylated	Concordant
cg00106196	chr1	3256120	3256121	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg08636115	chr1	3263198	3263199	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg06447122	chr1	3264968	3264969	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg11325950	chr1	3266172	3266173	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg18966232	chr1	3266601	3266602	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg00103908	chr1	3267542	3267543	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg08034916	chr1	3268056	3268057	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg26513591	chr1	3270527	3270528	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg03449456	chr1	3274655	3274656	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg12141662	chr1	3274674	3274675	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg00329272	chr1	3274917	3274918	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg17601209	chr1	3275114	3275115	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg20988960	chr1	3275251	3275252	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg17940849	chr1	3276716	3276717	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg06081361	chr1	3277223	3277224	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg13789673	chr1	3279201	3279202	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg24256745	chr1	3279465	3279466	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg00701856	chr1	3279478	3279479	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg04605504	chr1	3282847	3282848	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg07212761	chr1	3283086	3283087	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg23034362	chr1	3284022	3284023	PRDM16	Hypermethylated	Hypermethylated	Concordant
cg01196079	chr1	3285294	3285295	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg17421241	chr1	3285389	3285390	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg10391102	chr1	3289752	3289753	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg02300576	chr1	3290807	3290808	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg21682432	chr1	3290855	3290856	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg11250802	chr1	3290938	3290939	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg24298696	chr1	3293860	3293861	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg19244263	chr1	3297104	3297105	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg04907885	chr1	3297226	3297227	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg22688535	chr1	3307409	3307410	PRDM16;RP11-22L13.1	Hypomethylated	Hypomethylated	Concordant
cg06380199	chr1	3312402	3312403	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg16394551	chr1	3313793	3313794	PRDM16	Hypermethylated	Hypermethylated	Concordant
cg06703375	chr1	3317634	3317635	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg05573412	chr1	3321588	3321589	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg01418153	chr1	3323565	3323566	PRDM16	Hypermethylated	Hypermethylated	Concordant
cg03254465	chr1	3323663	3323664	PRDM16	Hypermethylated	Hypermethylated	Concordant
cg15065169	chr1	3325303	3325304	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg13689309	chr1	3326992	3326993	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg05375699	chr1	3328887	3328888	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg16059167	chr1	3330291	3330292	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg14712575	chr1	3331809	3331810	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg11709254	chr1	3341801	3341802	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg21848084	chr1	3347817	3347818	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg06211525	chr1	3355567	3355568	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg17493795	chr1	3356843	3356844	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg07479843	chr1	3360123	3360124	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg21167817	chr1	3360993	3360994	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg01071314	chr1	3361059	3361060	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg16002887	chr1	3364118	3364119	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg21848088	chr1	3364424	3364425	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg23050300	chr1	3364757	3364758	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg01713250	chr1	3373351	3373352	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg22862319	chr1	3373430	3373431	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg16904580	chr1	3377821	3377822	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg07550869	chr1	3385719	3385720	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg23821340	chr1	3386489	3386490	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg15641565	chr1	3387323	3387324	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg24878051	chr1	3388551	3388552	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg00251678	chr1	3389065	3389066	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg15059176	chr1	3389883	3389884	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg15386853	chr1	3390435	3390436	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg25783497	chr1	3390506	3390507	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg10519004	chr1	3397879	3397880	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg16120249	chr1	3398717	3398718	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg17286074	chr1	3398933	3398934	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg26017484	chr1	3405745	3405746	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg00790672	chr1	3408107	3408108	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg24395386	chr1	3412029	3412030	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg25480121	chr1	3412315	3412316	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg08947445	chr1	3412432	3412433	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg12268236	chr1	3412728	3412729	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg00706913	chr1	3413575	3413576	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg13993877	chr1	3414160	3414161	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg26014413	chr1	3414516	3414517	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg04346637	chr1	3414590	3414591	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg17137218	chr1	3414714	3414715	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg09788762	chr1	3417537	3417538	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg01932308	chr1	3421236	3421237	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg10248231	chr1	3423306	3423307	PRDM16	Hypomethylated	Hypermethylated	Discordant
cg17404787	chr1	3424061	3424062	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg13299984	chr1	3425380	3425381	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg07109490	chr1	3426014	3426015	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg13800721	chr1	3427048	3427049	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg03352346	chr1	3427731	3427732	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg00168240	chr1	3430893	3430894	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg00804097	chr1	3433418	3433419	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg04285727	chr1	3433876	3433877	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg22608265	chr1	3434542	3434543	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg01773689	chr1	3435051	3435052	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg01062116	chr1	3435871	3435872	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg23022057	chr1	3435980	3435981	PRDM16	Hypomethylated	Hypomethylated	Concordant
cg11587191	chr1	3465673	3465674	ARHGEF16	Hypermethylated	Hypomethylated	Discordant
cg02328660	chr1	3473180	3473181	ARHGEF16	Hypermethylated	Hypomethylated	Discordant
cg04488647	chr1	3473405	3473406	ARHGEF16	Hypermethylated	Hypomethylated	Discordant
cg26786407	chr1	3499109	3499110	MEGF6	Hypomethylated	Hypomethylated	Concordant
cg14421582	chr1	3565104	3565105	MEGF6	Hypomethylated	Hypomethylated	Concordant
cg11224946	chr1	3571303	3571304	MEGF6	Hypomethylated	Hypomethylated	Concordant
cg22226131	chr1	3579463	3579464	MEGF6	Hypomethylated	Hypomethylated	Concordant
cg17183752	chr1	3592320	3592321	MEGF6	Hypomethylated	Hypomethylated	Concordant
cg17153775	chr1	3595553	3595554	MEGF6	Hypomethylated	Hypomethylated	Concordant
cg20769487	chr1	3607036	3607037	MEGF6	Hypomethylated	Hypomethylated	Concordant
cg22614891	chr1	3650599	3650600	WRAP73	Hypermethylated	Hypermethylated	Concordant
cg21000072	chr1	3650844	3650845	WRAP73	Hypermethylated	Hypermethylated	Concordant
cg16823083	chr1	3650848	3650849	WRAP73	Hypermethylated	Hypermethylated	Concordant
cg26128092	chr1	3650986	3650987	WRAP73	Hypermethylated	Hypermethylated	Concordant
cg07382920	chr1	3651082	3651083	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg10038618	chr1	3651155	3651156	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg25731359	chr1	3651174	3651175	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg12475507	chr1	3651288	3651289	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg01434649	chr1	3651306	3651307	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg20611911	chr1	3651366	3651367	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg24073122	chr1	3651422	3651423	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg04391111	chr1	3651440	3651441	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg14781922	chr1	3651560	3651561	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg20677901	chr1	3651646	3651647	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg00565688	chr1	3651648	3651649	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg00295572	chr1	3651672	3651673	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg01915516	chr1	3651679	3651680	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg17496659	chr1	3651681	3651682	TP73;WRAP73	Hypermethylated	Hypermethylated	Concordant
cg17163168	chr1	3684171	3684172	TP73	Hypermethylated	Hypermethylated	Concordant
cg26055950	chr1	3684288	3684289	TP73	Hypermethylated	Hypermethylated	Concordant
cg17471939	chr1	3684315	3684316	TP73	Hypermethylated	Hypermethylated	Concordant
cg05116756	chr1	3690138	3690139	TP73	Hypermethylated	Hypomethylated	Discordant
cg23163013	chr1	3690328	3690329	TP73	Hypermethylated	Hypomethylated	Discordant
cg04493946	chr1	3690533	3690534	TP73	Hypermethylated	Hypomethylated	Discordant
cg25115460	chr1	3690546	3690547	TP73	Hypermethylated	Hypomethylated	Discordant
cg18873878	chr1	3690552	3690553	TP73	Hypermethylated	Hypomethylated	Discordant
cg16607065	chr1	3690658	3690659	TP73	Hypermethylated	Hypomethylated	Discordant
cg03846767	chr1	3690728	3690729	TP73	Hypermethylated	Hypomethylated	Discordant
cg24878868	chr1	3690837	3690838	TP73	Hypermethylated	Hypomethylated	Discordant
cg26208930	chr1	3690861	3690862	TP73	Hypermethylated	Hypomethylated	Discordant
cg03899737	chr1	3698826	3698827	TP73	Hypermethylated	Hypomethylated	Discordant
cg11585071	chr1	3698893	3698894	TP73	Hypermethylated	Hypomethylated	Discordant
cg23234149	chr1	3698997	3698998	TP73	Hypermethylated	Hypomethylated	Discordant
cg20628743	chr1	3699151	3699152	TP73	Hypermethylated	Hypomethylated	Discordant
cg03043665	chr1	3699198	3699199	TP73	Hypermethylated	Hypomethylated	Discordant
cg17967071	chr1	3703010	3703011	TP73	Hypermethylated	Hypomethylated	Discordant
cg25758394	chr1	3707295	3707296	TP73	Hypermethylated	Hypomethylated	Discordant
cg02924487	chr1	3732780	3732781	TP73	Hypermethylated	Hypermethylated	Concordant
cg17804348	chr1	3732909	3732910	TP73	Hypermethylated	Hypermethylated	Concordant
cg07178825	chr1	3733010	3733011	TP73	Hypermethylated	Hypermethylated	Concordant
cg23666378	chr1	3746600	3746601	TP73-AS1	Hypermethylated	Hypermethylated	Concordant
cg10634619	chr1	3746871	3746872	TP73-AS1	Hypermethylated	Hypermethylated	Concordant
cg01903504	chr1	3756533	3756534	CCDC27	Hypomethylated	Hypomethylated	Concordant
cg12231584	chr1	3785255	3785256	LRRC47;RP1-286D6.5	Hypermethylated	Hypermethylated	Concordant
cg03921357	chr1	3892867	3892868	C1orf174	Hypermethylated	Hypermethylated	Concordant
cg27446570	chr1	3892968	3892969	C1orf174	Hypermethylated	Hypermethylated	Concordant
cg09362969	chr1	3910501	3910502	LINC01134	Hypomethylated	Hypomethylated	Concordant
cg00647233	chr1	3940094	3940095	LINC01346	Hypomethylated	Hypomethylated	Concordant
cg16679832	chr1	3948021	3948022	LINC01346;RP13-614K11.2	Hypomethylated	Hypomethylated	Concordant
cg15061827	chr1	3955363	3955364	NA	Hypomethylated	Hypomethylated	Concordant
cg07115817	chr1	4008451	4008452	NA	Hypomethylated	Hypomethylated	Concordant
cg18288558	chr1	4019226	4019227	NA	Hypomethylated	Hypomethylated	Concordant
cg25469923	chr1	4027122	4027123	NA	Hypomethylated	Hypomethylated	Concordant
cg13443938	chr1	4027154	4027155	NA	Hypomethylated	Hypomethylated	Concordant
cg13421041	chr1	4061760	4061761	NA	Hypomethylated	Hypomethylated	Concordant
cg09182971	chr1	4127777	4127778	NA	Hypomethylated	Hypomethylated	Concordant
cg17899889	chr1	4131120	4131121	NA	Hypomethylated	Hypomethylated	Concordant
cg00600854	chr1	4131304	4131305	NA	Hypomethylated	Hypomethylated	Concordant
cg21813377	chr1	4132757	4132758	NA	Hypomethylated	Hypomethylated	Concordant
cg15022359	chr1	4133066	4133067	NA	Hypomethylated	Hypomethylated	Concordant
cg13224197	chr1	4133132	4133133	NA	Hypomethylated	Hypomethylated	Concordant
cg04094178	chr1	4135509	4135510	NA	Hypomethylated	Hypomethylated	Concordant
cg23953592	chr1	4159056	4159057	NA	Hypomethylated	Hypomethylated	Concordant
cg01150351	chr1	4160468	4160469	NA	Hypomethylated	Hypomethylated	Concordant
cg03972745	chr1	4162251	4162252	NA	Hypomethylated	Hypomethylated	Concordant
cg22040874	chr1	4170764	4170765	NA	Hypomethylated	Hypomethylated	Concordant
cg23930133	chr1	4171160	4171161	NA	Hypomethylated	Hypomethylated	Concordant
cg27056742	chr1	4171233	4171234	NA	Hypomethylated	Hypomethylated	Concordant
cg06965195	chr1	4330392	4330393	NA	Hypomethylated	Hypomethylated	Concordant
cg16264537	chr1	4407991	4407992	NA	Hypomethylated	Hypomethylated	Concordant
cg04571522	chr1	4408029	4408030	NA	Hypomethylated	Hypomethylated	Concordant
cg15708696	chr1	4425422	4425423	NA	Hypomethylated	Hypomethylated	Concordant
cg25195604	chr1	4425569	4425570	NA	Hypomethylated	Hypomethylated	Concordant
cg09269935	chr1	4481495	4481496	NA	Hypomethylated	Hypomethylated	Concordant
cg21271015	chr1	4482644	4482645	NA	Hypomethylated	Hypomethylated	Concordant
cg16264595	chr1	4559147	4559148	NA	Hypomethylated	Hypomethylated	Concordant
cg01785490	chr1	4599628	4599629	NA	Hypomethylated	Hypomethylated	Concordant
cg00930781	chr1	4600505	4600506	NA	Hypomethylated	Hypomethylated	Concordant
cg15645728	chr1	4602088	4602089	NA	Hypomethylated	Hypomethylated	Concordant
cg20959866	chr1	4653948	4653949	AJAP1	Hypermethylated	Hypermethylated	Concordant
cg15484532	chr1	4654111	4654112	AJAP1	Hypermethylated	Hypermethylated	Concordant
cg12475759	chr1	4654612	4654613	AJAP1	Hypermethylated	Hypermethylated	Concordant
cg11835068	chr1	4654914	4654915	AJAP1	Hypermethylated	Hypermethylated	Concordant
cg08159291	chr1	4655555	4655556	AJAP1	Hypermethylated	Hypermethylated	Concordant
cg26435172	chr1	4676066	4676067	AJAP1	Hypomethylated	Hypomethylated	Concordant
cg24694502	chr1	4676127	4676128	AJAP1	Hypomethylated	Hypomethylated	Concordant
cg26231761	chr1	4684736	4684737	AJAP1	Hypomethylated	Hypomethylated	Concordant
cg26662102	chr1	4698019	4698020	AJAP1	Hypomethylated	Hypomethylated	Concordant
cg24525286	chr1	4708344	4708345	AJAP1	Hypomethylated	Hypomethylated	Concordant
